Order ID,Order Date,Product,Category,Quantity,Unit Price,Customer State,Payment Method,Order Status
ORD-3302,04/27/2026,Resistance Bands,Fitness,1,17.99,MA,Credit Card,Delivered
ORD-3303,03/02/2026,Gel Pen Pack,Office,2,8.99,TX,Debit Card,Delivered
ORD-3304,01/08/2026,Portable Charger,Electronics,2,34.99,,Debit Card,Returned
ORD-3305,08/07/2026,Candle Set,Home,1,22.50,NJ,Credit Card,Delivered
ORD-3306,02/08/2026,Webcam,Electronics,1,$42.00 ,GA,Debit Card,Delivered
ORD-3307,"Aug 28, 2026",Desk Organizer,Office,2,19.99,MA,Credit Card,Delivered
ord_3308,07/27/2026,Desk Lamp,Home,1,32.00,TX,Debit Card,Shipped
ORD-3309,02/14/2026,Crewneck Sweatshirt,Clothing,5,42.00,GA,Apple Pay,Returned 
ORD-3310,01/24/2026,Desk Lamp,Accessory,2,32.00,PA,PayPal,Processing
ORD-3311,03/05/2026,Gel Pen Pack,Office,0,8.99,VA,PayPal,Delivered
ORD-3312,02/09/2026,,Clothing,2,42.00,TX,Debit Card,Delivered
ORD-3313,01/02/2026,Bluetooth Speaker,Electronics,2,39.99,OH,PayPal ,Shipped
ORD-3314,04/08/2026,USB-C Cable,Electronics,1,12.99,NY,PayPal,Delivered
ORD-3315,05/04/2026,Throw Pillow,Home,1,21.50,new jersey,Apple Pay,Cancelled
ORD-3316,05/31/2026,Water Bottle,Home,5,999.99,PA,Apple Pay,Delivered
ORD-3317,04/28/2026,Candle Set,,1,22.50,VA,Debit Card,Delivered
ORD-3318,13/08/2026,Desk Organizer,Office,1,19.99,IL,Apple Pay,Delivered
ORD-3318,06/05/2026,Bluetooth Speaker,Electronics,1,39.99,CA,PayPal,Delivered
ORD-3320,05/01/2026,Laptop Sleeve,Office,1,27.50,NC,Apple Pay,Delivered
ORD-3016,01/28/2026,Planner,Office,1,14.99,NY,Credit Card,Cancelled
ORD-3048,02/03/2026,Crewneck Sweatshirt,Clothing,5,42.00,NY,Apple Pay,Shipped
ORD-3091,07/24/2026,Desk Organizer,Office,2,19.99,GA,PayPal,Delivered
ORD-3137,03/12/2026,Storage Basket,Home,1,18.75,MA,Credit Card,Processing
ORD-3180,02/16/2026,Tote Bag,Accessories,3,15.99,FL,Debit Card,Cancelled
ORD-3226,02/09/2026,Resistance Bands,Fitness,1,17.99,CA,Apple Pay,Shipped
ORD-3269,01/12/2026,Sticky Note Set,Office,1,7.99,FL,Debit Card,Delivered
ORD-3302,04/27/2026,Resistance Bands,Fitness,1,17.99,MA,Credit Card,Delivered
