Order ID,Order Date,Product,Category,Quantity,Unit Price,Customer State,Payment Method,Order Status
ORD-3121,8/22/2026,Webcam,Electronics,1,49.99,FL,Apple Pay,Delivered
ORD-3028,6/20/2026,Webcam,Electronics,1,49.99,OH,Credit Card,Delivered
ORD-3049,5/16/2026,Webcam,Electronics,1,49.99,OH,PayPal,Delivered
ORD-3006,5/13/2026,Webcam,Electronics,1,49.99,MA,PayPal,Delivered
ORD-3054,3/4/2026,Webcam,Electronics,1,49.99,CA,Credit Card,Processing
ORD-3068,6/23/2026,Webcam,Electronics,2,49.99,NJ,Apple Pay,Delivered
ORD-3085,3/8/2026,Webcam,Electronics,2,49.99,NC,Credit Card,Shipped
ORD-3046,6/13/2026,Webcam,Electronics,3,49.99,TX,Credit Card,Delivered
ORD-3286,1/15/2026,Webcam,Electronics,4,49.99,VA,Apple Pay,Shipped
ORD-3316,5/31/2026,Water Bottle,Home,5,999.99,PA,Apple Pay,Delivered
ORD-3227,1/28/2026,USB-C Cable,Electronics,1,27.50,NC,PayPal,Shipped
ORD-3045,4/3/2026,Yoga Mat,Fitness,2,39.99,TX,Apple Pay,Delivered
ORD-3277,5/21/2026,Planner,Office,1,9.50,CA,Apple Pay,Delivered
ORD-3144,5/13/2026,Gel Pen Pack,Office,3,16.99,PA,Credit Card,Delivered
ORD-3064,4/17/2026,Wireless Mouse,Electronics,1,14.50,NJ,Apple Pay,Delivered
ORD-3251,8/10/2026,Tote Bag,Accessories,1,,GA,PayPal,Cancelled
ORD-3082,8/17/2026,USB-C Cable,Electronics,2,,MA,Credit Card,Delivered
